-1;-1;-2;-1;-3;-4;-12;-7;3;3;-1;0;-1;4;25;11;1;-1;0;-1;1;2;0;5;-2;-1;-3;0;0;1;10;-1;0;0;-1;-2;-2;0;-13;-3;-1;-1;0;-2;-1;-3;-6;-3;-3;-3;-2;0;-2;-3;-2;-5;0;-1;1;-2;1;-1;5;2;0
-3;1;0;-1;0;2;8;0;-2;-3;-3;-1;-3;-5;-17;-16;6;6;0;0;1;2;13;14;-5;-1;0;0;-1;-1;10;-2;2;-4;-1;0;-1;-3;-5;3;-5;-1;0;-2;-2;-3;-34;-7;-3;-2;0;-1;-2;-1;10;-3;15;-1;-1;-3;-4;-2;-2;0;0
-2;-2;-1;0;-1;-2;-1;-1;-2;-1;-1;-1;-2;-2;-10;-3;-3;-2;-1;-1;-2;-1;3;0;-1;-1;-2;-2;1;0;6;1;2;-1;-2;-3;-3;-6;-29;-9;-3;-1;-1;-1;-1;-2;4;0;-7;-1;-1;0;-1;1;18;1;0;1;-1;-3;-1;-3;-1;-1;0
-1;-2;1;-2;-2;-4;-10;-1;0;1;-2;1;-1;1;22;-1;-4;-2;-1;0;-1;-2;-1;-5;0;-2;1;-1;-2;-1;2;2;0;-1;0;0;1;2;-2;7;-2;-6;-4;-2;0;2;10;-1;-1;-2;-1;-3;-2;-2;-2;-1;-1;-1;-1;0;-3;0;10;1;0
0;-2;-1;-1;-3;2;1;-1;15;1;-1;-1;-3;-2;-6;-3;-22;-7;-2;-1;-2;-2;-3;0;-1;0;-3;-1;-2;-4;-7;-1;-5;-1;-3;-1;-2;-4;-10;-1;-1;0;0;-1;-1;3;24;-1;4;-2;-3;-3;-1;-5;-14;-6;-1;-2;-2;-3;-1;-1;-12;-1;0
-1;2;0;-2;-1;3;16;-1;-3;-1;-1;-2;-2;-4;-19;-3;1;1;0;0;1;2;4;-2;-3;-2;-3;-2;-1;-3;-14;-3;0;-3;-2;0;2;-1;10;2;-1;-1;-2;-3;-2;-2;-4;1;1;1;-2;-2;-2;-1;2;-2;-2;-1;-2;-1;0;-2;-12;-5;0
-1;-2;-2;0;-1;-1;0;-1;-3;-4;-1;-2;0;-1;-1;-3;-3;-2;-1;-1;-3;-3;4;-2;3;0;0;-1;-1;-2;6;-1;-2;-2;0;0;-3;-4;-7;-1;-2;-2;-2;0;-2;-2;4;2;-2;0;-2;-1;1;2;-8;-3;-3;-1;-1;-2;-3;-4;-13;-2;0
0;-2;-1;-1;0;-2;-9;-2;-3;-3;-1;-2;-2;-4;-12;-4;2;0;-1;-2;-4;0;8;3;-1;-1;-2;0;0;1;-1;0;-2;-1;-2;-1;1;-1;3;0;0;0;-2;1;-1;0;5;1;-2;-2;-2;-3;-2;-4;-7;-2;-1;-2;-2;1;0;-1;-9;-3;0
-1;-2;-3;0;0;-3;0;0;0;-1;0;-1;-1;1;11;2;-1;-1;0;-1;1;-2;-9;-2;0;0;-1;-2;0;-1;6;4;-1;-2;0;0;-1;0;5;-1;0;-3;0;-2;-1;-2;-4;0;-1;-4;-2;0;-3;-1;-10;-5;0;1;-2;-4;-3;-1;-3;1;0
-2;-3;1;-2;-4;0;-5;-2;-2;-1;-4;-2;-3;-3;-2;0;0;0;-1;-1;1;-2;8;3;-2;-1;-2;-2;-3;-2;-10;-1;-1;-2;-1;-1;-1;-1;0;-3;0;-1;-1;-1;-1;-1;3;-3;-1;-2;-2;1;0;1;-4;1;-2;-4;-1;-1;-1;-3;-11;-2;0
-1;-2;0;0;0;1;7;2;-2;-1;-1;-1;0;-3;-21;-5;-2;-3;-2;-1;-3;-2;-7;-3;1;1;0;0;-1;2;20;5;-1;-2;-2;-3;-2;-2;5;-1;0;-3;-1;-1;-1;-1;-6;0;0;-1;-1;-2;-3;-5;-10;-2;-2;-4;-1;-3;0;-3;-14;-5;0
-2;0;-1;-2;-3;0;-11;-2;-1;-2;0;-1;-2;0;-4;-1;-1;-1;-2;-2;0;-2;-10;-2;-2;1;-1;-2;-2;-2;9;-3;-2;-4;0;0;-1;-3;-14;-2;-4;-2;0;-1;-1;-1;4;-3;-1;-1;-2;-1;-1;-1;-4;-1;0;-3;-3;0;-3;-1;-6;-2;0
-3;-1;0;-1;-4;-4;-5;-2;-3;-3;-2;0;-3;0;1;-2;-3;-1;-4;-1;-3;-2;-7;-3;0;-1;-3;-3;1;-2;-13;2;-3;-1;-2;-1;0;-2;-7;-2;-1;-2;1;0;-1;2;39;-1;-2;-4;-1;-1;-3;0;-3;-7;0;-1;-1;1;1;-1;4;5;0
-2;-2;-1;-4;-5;-8;-26;-7;0;-1;-2;1;1;7;23;4;-1;-2;-2;0;0;0;5;3;-3;-2;-2;-1;-1;-1;-2;-1;0;-1;-2;0;-1;1;4;1;-1;0;-2;0;-1;-3;-10;-4;0;0;0;1;0;-3;-4;0;-2;-1;-1;-3;0;1;3;-2;0
